Region,Technology,Material,Scenario,Unit,Density,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
World,Solar PV,Te,HDS,t/yr,224.1025641,482.7062615,697.890781,876.5515554,1034.482349,1178.142493,1310.653132,1433.671858,1548.127362,1654.552249,1753.249991,1844.385242,1928.03564,2021.437088,2109.66772,2192.708465,2270.524948,2343.072583,2410.300062,2472.151768,2528.569473,2579.493532,2624.863735,2664.619905,2698.702327,2727.052047,2749.61108,2766.322545,2777.130763,2781.981304,2780.82102,2773.598048,2760.261808
World,Solar PV,Ga,LDS,t/yr,5.846153846,4.791197597,4.228027248,3.733284535,3.300963184,2.925315062,2.600850182,2.3223367,2.084800913,1.883527266,1.714058342,1.572194872,1.453995728,1.379356672,1.320448138,1.274750564,1.239899273,1.213684475,1.194051265,1.179099625,1.167084423,1.156415413,1.145657234,1.133529413,1.118906362,1.100817379,1.078446647,1.051133237,1.018371106,0.979809095,0.935250933,0.884655235,0.8281355
World,Solar PV,Ga,MDS,t/yr,7.794871795,7.568879212,7.524944603,7.50060583,7.496608774,7.513105908,7.549656292,7.605225571,7.678185981,7.766316344,7.86680207,7.976235157,8.090614191,8.464460482,8.869586538,9.305459937,9.771310888,10.26613224,10.78867947,11.3374707,11.91078668,12.5066708,13.12292908,13.75713017,14.40660537,15.0684486,15.73951644,16.41642806,17.09556532,17.77307267,18.44485722,19.10658871,19.7536995
World,Solar PV,Ga,HDS,t/yr,13.64102564,29.8849956,43.72262411,55.35150069,65.63444959,74.90645004,83.31790973,90.94044991,97.80770146,103.9334544,109.3205752,113.9657177,117.8619508,124.0546626,129.9167907,135.44287,140.627106,145.4635623,149.9462817,154.0693635,157.8270127,161.2135704,164.2235321,166.8515564,169.0924696,170.9412652,172.3931013,173.4432966,174.0873253,174.3208111,174.1395211,173.5393599,172.516363
World,Solar PV,In,LDS,t/yr,19.48717949,16.15318047,14.42503414,12.89680112,11.55337114,10.38015022,9.363060656,8.488541041,7.74354625,7.115547448,6.592532085,6.163003897,5.81598291,5.552794807,5.351289823,5.20236041,5.097363678,5.028121395,4.986919988,4.966510542,4.960108798,4.961395159,4.964514682,4.964077087,4.955156747,4.933292697,4.894488628,4.835212891,4.752398494,4.643443102,4.506209041,4.339023294,4.1406775
World,Solar PV,In,MDS,t/yr,29.23076923,28.48502929,28.4275685,28.45057384,28.55850962,28.75386212,29.03713958,29.40687221,29.85961215,30.38993352,30.9904324,31.65172681,32.36245676,33.85784193,35.47834615,37.22183975,39.08524355,41.06452896,43.15471789,45.34988281,47.64314673,50.0266832,52.49171631,55.02852068,57.62642147,60.27379441,62.95806575,65.66571226,68.38226128,71.09229069,73.77942888,76.42635482,79.014798
World,Solar PV,In,HDS,t/yr,52.61538462,115.1397376,168.2490852,212.7234144,251.8943741,287.0540883,318.7815677,347.3514929,372.8918618,395.4541192,415.0476076,431.6577627,445.2562586,469.434121,492.4752764,514.360423,535.0689885,554.5798313,572.8716918,589.9234841,605.7144812,620.2244307,633.4336236,645.3229314,655.8738217,665.0683599,672.8892017,679.3195783,684.3432787,687.9446293,690.1084725,690.8201441,690.0654519
World,Solar PV,Se,LDS,t/yr,42.87179487,35.45486222,31.58585062,28.16932877,25.16984428,22.55323548,20.28663142,18.33845187,16.67840731,15.27749893,14.10801866,13.14354913,12.35896368,11.74221577,11.25855781,10.88705887,10.60802711,10.40300978,10.25479322,10.14740283,10.06610315,9.997397763,9.929029365,9.849979731,9.750469728,9.621959309,9.457147519,9.249972487,8.995611434,8.690480668,8.332235586,7.919770672,7.4532195
World,Solar PV,Se,MDS,t/yr,68.20512821,65.92249636,65.21618656,64.66039508,64.25664663,64.00053181,63.88170708,63.8838948,63.98488317,64.15652632,64.36474421,64.5695227,64.72491353,67.71568385,70.95669231,74.44367949,78.17048711,82.12905792,86.30943578,90.69976563,95.28629347,100.0533664,104.9834326,110.0570414,115.2528429,120.5475888,125.9161315,131.3314245,136.7645226,142.1845814,147.5588578,152.8527096,158.029596
World,Solar PV,Se,HDS,t/yr,116.9230769,256.6809438,376.3466379,477.5423589,567.6492938,649.5384479,724.5035629,793.1648263,855.8173878,912.5864289,963.5033748,1008.546174,1047.661785,1099.575419,1148.101871,1193.187188,1234.774589,1272.80617,1307.223995,1337.970789,1364.99038,1388.227968,1407.630275,1423.145628,1434.723985,1442.316925,1445.877624,1445.360805,1440.722692,1431.920948,1418.914616,1401.664061,1380.130904
World,Solar PV,Ge,LDS,t/yr,14.76923077,11.79034824,10.11560587,8.665570308,7.415944487,6.343856827,5.42786125,4.647937179,3.985489538,3.42334875,2.945770737,2.538436923,2.188454231,2.0332033,1.902726,1.792019692,1.696476492,1.611883269,1.534421646,1.460668,1.387593462,1.312563915,1.23334,1.148077108,1.055325385,0.954029731,0.8435298,0.72356,0.594249492,0.456122192,0.310096769,0.157486646,0
World,Solar PV,Ge,MDS,t/yr,14.76923077,14.66680422,14.86569824,15.06382367,15.2671976,15.47958276,15.7024875,15.93516581,16.17461731,16.41558723,16.65056645,16.86979148,17.06124444,17.99450463,18.99482827,20.06149029,21.19299272,22.38706465,23.64066225,24.94996875,26.31039447,27.71657678,29.16238015,30.64089612,32.14444327,33.66456729,35.19204093,36.71686402,38.22826344,39.71469317,41.16383425,42.5625948,43.89711
World,Solar PV,Ge,HDS,t/yr,14.76923077,36.56721967,58.44441907,79.14691378,99.00000698,118.0270763,136.171754,153.3566204,169.5016962,184.5305993,198.3724106,210.9619521,222.2394806,237.7016075,252.6758656,267.1335222,281.0481217,294.3952231,307.1521711,319.297898,330.8127512,341.6783441,351.8774267,361.3937735,370.2120844,378.3178996,385.6975234,392.3379575,398.2268424,403.3524049,407.703411,411.2691249,414.0392711
